"","Country A","Country B","KL divergence - per capita"
"493","Switzerland (C)","Slovakia (C)","0.063917158392846"
"494","Switzerland (C)","Slovenia (C)","0.0609985597034008"
"495","Switzerland (C)","Spain (C)","0.0950459015028804"
"496","Switzerland (C)","Switzerland (C)","0"
"497","Switzerland (C)","United Kingdom (C)","0.0219948100129171"
"498","Switzerland (C)","Belgium, 2006","0.170202230613011"
"499","Switzerland (C)","Belgium, 2010","0.146914695524292"
"500","Switzerland (C)","China (Shanghai), 2018","0.503207574569626"
"501","Switzerland (C)","France, 2012","0.102521714126903"
"502","Switzerland (C)","Hong Kong, 2016","0.165055820194642"
"503","Switzerland (C)","Peru, 2011","0.484013298343426"
"504","Switzerland (C)","Zimbabwe, 2013","0.462859325097987"
"505","Switzerland (C)","Italy (P)","0.151889012644386"
"506","Switzerland (C)","Germany (P)","0.113591771252519"
"507","Switzerland (C)","Luxembourg (P)","0.118962507959554"
"508","Switzerland (C)","Netherlands (P)","0.638333689902855"
"509","Switzerland (C)","Poland (P)","0.20568907619499"
"510","Switzerland (C)","United Kingdom (P)","0.12050181590409"
"511","Switzerland (C)","Finland (P)","0.120210854660441"
"512","Switzerland (C)","Belgium (P)","0.228823042743032"
"513","United Kingdom (C)","Austria (C)","0.028741489573596"
"514","United Kingdom (C)","Croatia (C)","0.0486910462900247"
"515","United Kingdom (C)","Denmark (C)","0.0388832974537751"
"516","United Kingdom (C)","Estonia (C)","0.0365450442887166"
"517","United Kingdom (C)","Finland (C)","0.0684248452181"
"518","United Kingdom (C)","France (C)","0.0465888212151923"
"519","United Kingdom (C)","Greece (C)","0.0425045005019962"
"520","United Kingdom (C)","Hungary (C)","0.0497057879873261"
"521","United Kingdom (C)","Italy (C)","0.0815530148657202"
"522","United Kingdom (C)","Lithuania (C)","0.0500228654161338"
"523","United Kingdom (C)","Netherlands (C)","0.0931658607474126"
"524","United Kingdom (C)","Portugal (C)","0.0581613106800745"
"525","United Kingdom (C)","Slovakia (C)","0.0528964266033928"
"526","United Kingdom (C)","Slovenia (C)","0.0469030493711226"
"527","United Kingdom (C)","Spain (C)","0.0624480161949423"
"528","United Kingdom (C)","Switzerland (C)","0.0219948100129171"
"529","United Kingdom (C)","United Kingdom (C)","0"
"530","United Kingdom (C)","Belgium, 2006","0.183364046234454"
"531","United Kingdom (C)","Belgium, 2010","0.153179132087661"
"532","United Kingdom (C)","China (Shanghai), 2018","0.511017368599481"
"533","United Kingdom (C)","France, 2012","0.0970655839499385"
"534","United Kingdom (C)","Hong Kong, 2016","0.149163475260687"
"535","United Kingdom (C)","Peru, 2011","0.518644401882044"
"536","United Kingdom (C)","Zimbabwe, 2013","0.427054627167494"
"537","United Kingdom (C)","Italy (P)","0.149550126573565"
"538","United Kingdom (C)","Germany (P)","0.102607747500565"
"539","United Kingdom (C)","Luxembourg (P)","0.106152621113486"
"540","United Kingdom (C)","Netherlands (P)","0.694511552680157"
"541","United Kingdom (C)","Poland (P)","0.198620066113207"
"542","United Kingdom (C)","United Kingdom (P)","0.126820754744514"
"543","United Kingdom (C)","Finland (P)","0.155760772957782"
"544","United Kingdom (C)","Belgium (P)","0.240831316077"
"545","Belgium, 2006","Austria (C)","0.166284111387274"
"546","Belgium, 2006","Croatia (C)","0.112887406340891"
"547","Belgium, 2006","Denmark (C)","0.19985915765774"
"548","Belgium, 2006","Estonia (C)","0.16295285028947"
"549","Belgium, 2006","Finland (C)","0.249223965057509"
"550","Belgium, 2006","France (C)","0.206408250930756"
"551","Belgium, 2006","Greece (C)","0.179794707593702"
"552","Belgium, 2006","Hungary (C)","0.158294507360967"
"553","Belgium, 2006","Italy (C)","0.230367996609574"
"554","Belgium, 2006","Lithuania (C)","0.180601417541168"
"555","Belgium, 2006","Netherlands (C)","0.245489211661918"
"556","Belgium, 2006","Portugal (C)","0.176510398454555"
"557","Belgium, 2006","Slovakia (C)","0.126590970491307"
"558","Belgium, 2006","Slovenia (C)","0.122840064217984"
"559","Belgium, 2006","Spain (C)","0.204513522323524"
"560","Belgium, 2006","Switzerland (C)","0.170202230613011"
"561","Belgium, 2006","United Kingdom (C)","0.183364046234454"
"562","Belgium, 2006","Belgium, 2006","0"
"563","Belgium, 2006","Belgium, 2010","0.0808389574169165"
"564","Belgium, 2006","China (Shanghai), 2018","0.273986295105949"
"565","Belgium, 2006","France, 2012","0.0932728964553848"
"566","Belgium, 2006","Hong Kong, 2016","0.196608719482578"
"567","Belgium, 2006","Peru, 2011","0.47281963390431"
"568","Belgium, 2006","Zimbabwe, 2013","0.403511321033987"
"569","Belgium, 2006","Italy (P)","0.146117771870926"
"570","Belgium, 2006","Germany (P)","0.0979197358628884"
"571","Belgium, 2006","Luxembourg (P)","0.114628313945987"
"572","Belgium, 2006","Netherlands (P)","0.644427097742502"
"573","Belgium, 2006","Poland (P)","0.10771056513339"
"574","Belgium, 2006","United Kingdom (P)","0.0982624574532285"
"575","Belgium, 2006","Finland (P)","0.171136492252506"
"576","Belgium, 2006","Belgium (P)","0.0189832157584434"
"577","Belgium, 2010","Austria (C)","0.156395921306327"
"578","Belgium, 2010","Croatia (C)","0.107425859414896"
"579","Belgium, 2010","Denmark (C)","0.174752703432077"
"580","Belgium, 2010","Estonia (C)","0.156517647680686"
"581","Belgium, 2010","Finland (C)","0.236348150918153"
"582","Belgium, 2010","France (C)","0.182832785112732"
"583","Belgium, 2010","Greece (C)","0.156558404776225"
"584","Belgium, 2010","Hungary (C)","0.151766016942161"
"585","Belgium, 2010","Italy (C)","0.199077720990304"
"586","Belgium, 2010","Lithuania (C)","0.184205039760169"
"587","Belgium, 2010","Netherlands (C)","0.174553759281371"
"588","Belgium, 2010","Portugal (C)","0.149351111583188"
"589","Belgium, 2010","Slovakia (C)","0.122370212657459"
"590","Belgium, 2010","Slovenia (C)","0.123250932813967"
"591","Belgium, 2010","Spain (C)","0.174148356929879"
"592","Belgium, 2010","Switzerland (C)","0.146914695524292"
"593","Belgium, 2010","United Kingdom (C)","0.153179132087661"
"594","Belgium, 2010","Belgium, 2006","0.0808389574169165"
"595","Belgium, 2010","Belgium, 2010","0"
"596","Belgium, 2010","China (Shanghai), 2018","0.288007916902484"
"597","Belgium, 2010","France, 2012","0.0680083484934761"
"598","Belgium, 2010","Hong Kong, 2016","0.179633690463461"
"599","Belgium, 2010","Peru, 2011","0.549947886629704"
"600","Belgium, 2010","Zimbabwe, 2013","0.428915991786813"
"601","Belgium, 2010","Italy (P)","0.1131356930752"
"602","Belgium, 2010","Germany (P)","0.0941847017192139"
"603","Belgium, 2010","Luxembourg (P)","0.0662845850627965"
"604","Belgium, 2010","Netherlands (P)","0.478784681260548"
"605","Belgium, 2010","Poland (P)","0.136980802877565"
"606","Belgium, 2010","United Kingdom (P)","0.113973191163452"
"607","Belgium, 2010","Finland (P)","0.144269162865339"
"608","Belgium, 2010","Belgium (P)","0.102251427081098"
"609","China (Shanghai), 2018","Austria (C)","0.488987369300271"
"610","China (Shanghai), 2018","Croatia (C)","0.388949835629205"
"611","China (Shanghai), 2018","Denmark (C)","0.493877844047582"
"612","China (Shanghai), 2018","Estonia (C)","0.515004619023268"
"613","China (Shanghai), 2018","Finland (C)","0.645508963455644"
"614","China (Shanghai), 2018","France (C)","0.523641032914695"
"615","China (Shanghai), 2018","Greece (C)","0.491066575384493"
"616","China (Shanghai), 2018","Hungary (C)","0.48918281126595"
"617","China (Shanghai), 2018","Italy (C)","0.507563204337942"
"618","China (Shanghai), 2018","Lithuania (C)","0.49772819086807"
"619","China (Shanghai), 2018","Netherlands (C)","0.555137211508884"
"620","China (Shanghai), 2018","Portugal (C)","0.423543355016239"
"621","China (Shanghai), 2018","Slovakia (C)","0.425189067609044"
"622","China (Shanghai), 2018","Slovenia (C)","0.41856072143742"
"623","China (Shanghai), 2018","Spain (C)","0.459803159451311"
"624","China (Shanghai), 2018","Switzerland (C)","0.503207574569626"
"625","China (Shanghai), 2018","United Kingdom (C)","0.511017368599481"
"626","China (Shanghai), 2018","Belgium, 2006","0.273986295105949"
"627","China (Shanghai), 2018","Belgium, 2010","0.288007916902484"
"628","China (Shanghai), 2018","China (Shanghai), 2018","0"
"629","China (Shanghai), 2018","France, 2012","0.366580065684257"
"630","China (Shanghai), 2018","Hong Kong, 2016","0.403378609624486"
"631","China (Shanghai), 2018","Peru, 2011","0.904624794825384"
"632","China (Shanghai), 2018","Zimbabwe, 2013","0.643226371964633"
"633","China (Shanghai), 2018","Italy (P)","0.35176499187973"
"634","China (Shanghai), 2018","Germany (P)","0.371158294104297"
"635","China (Shanghai), 2018","Luxembourg (P)","0.333715831210034"
"636","China (Shanghai), 2018","Netherlands (P)","0.664455691372152"
"637","China (Shanghai), 2018","Poland (P)","0.328230032527733"
"638","China (Shanghai), 2018","United Kingdom (P)","0.411705085582001"
"639","China (Shanghai), 2018","Finland (P)","0.42807744648038"
"640","China (Shanghai), 2018","Belgium (P)","0.337841979038183"
"641","France, 2012","Austria (C)","0.11255223158665"
"642","France, 2012","Croatia (C)","0.0762584610294903"
"643","France, 2012","Denmark (C)","0.132523475660791"
"644","France, 2012","Estonia (C)","0.117022864036259"
"645","France, 2012","Finland (C)","0.194408821988389"
"646","France, 2012","France (C)","0.140463269554661"
"647","France, 2012","Greece (C)","0.0985275019555739"
"648","France, 2012","Hungary (C)","0.108201130191061"
"649","France, 2012","Italy (C)","0.147301605809107"
"650","France, 2012","Lithuania (C)","0.144208428762905"
"651","France, 2012","Netherlands (C)","0.137838394954684"
"652","France, 2012","Portugal (C)","0.110544523043981"
"653","France, 2012","Slovakia (C)","0.0991655210927317"
"654","France, 2012","Slovenia (C)","0.0830779869480405"
"655","France, 2012","Spain (C)","0.121420890773805"
"656","France, 2012","Switzerland (C)","0.102521714126903"
"657","France, 2012","United Kingdom (C)","0.0970655839499385"
"658","France, 2012","Belgium, 2006","0.0932728964553848"
"659","France, 2012","Belgium, 2010","0.0680083484934761"
"660","France, 2012","China (Shanghai), 2018","0.366580065684257"
"661","France, 2012","France, 2012","0"
"662","France, 2012","Hong Kong, 2016","0.155820149565832"
"663","France, 2012","Peru, 2011","0.482353065914614"
"664","France, 2012","Zimbabwe, 2013","0.353651530577368"
"665","France, 2012","Italy (P)","0.106295845024148"
"666","France, 2012","Germany (P)","0.0678917158006659"
"667","France, 2012","Luxembourg (P)","0.0638628770977676"
"668","France, 2012","Netherlands (P)","0.520150175390842"
"669","France, 2012","Poland (P)","0.136228048833991"
"670","France, 2012","United Kingdom (P)","0.0910012580987947"
"671","France, 2012","Finland (P)","0.148247752475256"
"672","France, 2012","Belgium (P)","0.129412208159615"
"673","Hong Kong, 2016","Austria (C)","0.172889127205663"
"674","Hong Kong, 2016","Croatia (C)","0.10899904875016"
"675","Hong Kong, 2016","Denmark (C)","0.183862079625729"
"676","Hong Kong, 2016","Estonia (C)","0.175149188519444"
"677","Hong Kong, 2016","Finland (C)","0.258801828844824"
"678","Hong Kong, 2016","France (C)","0.18612443961094"
"679","Hong Kong, 2016","Greece (C)","0.155244793390532"
"680","Hong Kong, 2016","Hungary (C)","0.147540377266703"
"681","Hong Kong, 2016","Italy (C)","0.142382137236329"
"682","Hong Kong, 2016","Lithuania (C)","0.204726203646428"
"683","Hong Kong, 2016","Netherlands (C)","0.19766229425778"
"684","Hong Kong, 2016","Portugal (C)","0.12809680294105"
"685","Hong Kong, 2016","Slovakia (C)","0.139169204314007"
"686","Hong Kong, 2016","Slovenia (C)","0.109083091989819"
"687","Hong Kong, 2016","Spain (C)","0.124890043563052"
"688","Hong Kong, 2016","Switzerland (C)","0.165055820194642"
"689","Hong Kong, 2016","United Kingdom (C)","0.149163475260687"
"690","Hong Kong, 2016","Belgium, 2006","0.196608719482578"
"691","Hong Kong, 2016","Belgium, 2010","0.179633690463461"
"692","Hong Kong, 2016","China (Shanghai), 2018","0.403378609624486"
"693","Hong Kong, 2016","France, 2012","0.155820149565832"
"694","Hong Kong, 2016","Hong Kong, 2016","0"
"695","Hong Kong, 2016","Peru, 2011","0.390795857127344"
"696","Hong Kong, 2016","Zimbabwe, 2013","0.362978823960975"
"697","Hong Kong, 2016","Italy (P)","0.117618803965815"
"698","Hong Kong, 2016","Germany (P)","0.182029798814643"
"699","Hong Kong, 2016","Luxembourg (P)","0.146606304559497"
"700","Hong Kong, 2016","Netherlands (P)","0.718586606163971"
"701","Hong Kong, 2016","Poland (P)","0.21585263227886"
"702","Hong Kong, 2016","United Kingdom (P)","0.188542425420585"
"703","Hong Kong, 2016","Finland (P)","0.256011817917538"
"704","Hong Kong, 2016","Belgium (P)","0.206583128972052"
"705","Peru, 2011","Austria (C)","0.46894250372328"
"706","Peru, 2011","Croatia (C)","0.418638972894522"
"707","Peru, 2011","Denmark (C)","0.57761357714105"
"708","Peru, 2011","Estonia (C)","0.458701250097614"
"709","Peru, 2011","Finland (C)","0.611207442055183"
"710","Peru, 2011","France (C)","0.533564059349573"
"711","Peru, 2011","Greece (C)","0.481444969406194"
"712","Peru, 2011","Hungary (C)","0.45237304746668"
"713","Peru, 2011","Italy (C)","0.388502259906126"
"714","Peru, 2011","Lithuania (C)","0.55039880411792"
"715","Peru, 2011","Netherlands (C)","0.652871704946746"
"716","Peru, 2011","Portugal (C)","0.460172550313932"
"717","Peru, 2011","Slovakia (C)","0.49233018581695"
"718","Peru, 2011","Slovenia (C)","0.389045976316039"
"719","Peru, 2011","Spain (C)","0.437816365628686"
"720","Peru, 2011","Switzerland (C)","0.484013298343426"
"721","Peru, 2011","United Kingdom (C)","0.518644401882044"
"722","Peru, 2011","Belgium, 2006","0.47281963390431"
"723","Peru, 2011","Belgium, 2010","0.549947886629704"
"724","Peru, 2011","China (Shanghai), 2018","0.904624794825384"
"725","Peru, 2011","France, 2012","0.482353065914614"
"726","Peru, 2011","Hong Kong, 2016","0.390795857127344"
"727","Peru, 2011","Peru, 2011","0"
"728","Peru, 2011","Zimbabwe, 2013","0.520195477511857"
"729","Peru, 2011","Italy (P)","0.404906651492645"
"730","Peru, 2011","Germany (P)","0.511540339196262"
"731","Peru, 2011","Luxembourg (P)","0.520144174282539"
"732","Peru, 2011","Netherlands (P)","1.45486562004577"
"733","Peru, 2011","Poland (P)","0.403085626421433"
"734","Peru, 2011","United Kingdom (P)","0.375553107058552"
"735","Peru, 2011","Finland (P)","0.537570467462433"
"736","Peru, 2011","Belgium (P)","0.517146938814804"
"737","Zimbabwe, 2013","Austria (C)","0.421086460912848"
"738","Zimbabwe, 2013","Croatia (C)","0.304654584748754"
"739","Zimbabwe, 2013","Denmark (C)","0.525849047735192"
"740","Zimbabwe, 2013","Estonia (C)","0.423178660466409"
"741","Zimbabwe, 2013","Finland (C)","0.622033868587896"
"742","Zimbabwe, 2013","France (C)","0.459097313905233"
"743","Zimbabwe, 2013","Greece (C)","0.327354593919935"
"744","Zimbabwe, 2013","Hungary (C)","0.396977832597932"
"745","Zimbabwe, 2013","Italy (C)","0.304087152096002"
"746","Zimbabwe, 2013","Lithuania (C)","0.476399237288042"
"747","Zimbabwe, 2013","Netherlands (C)","0.586915600231203"
"748","Zimbabwe, 2013","Portugal (C)","0.341989186084435"
"749","Zimbabwe, 2013","Slovakia (C)","0.358361496799747"
"750","Zimbabwe, 2013","Slovenia (C)","0.323098449551012"
"751","Zimbabwe, 2013","Spain (C)","0.317838476057928"
"752","Zimbabwe, 2013","Switzerland (C)","0.462859325097987"
"753","Zimbabwe, 2013","United Kingdom (C)","0.427054627167494"
"754","Zimbabwe, 2013","Belgium, 2006","0.403511321033987"
"755","Zimbabwe, 2013","Belgium, 2010","0.428915991786813"
"756","Zimbabwe, 2013","China (Shanghai), 2018","0.643226371964633"
"757","Zimbabwe, 2013","France, 2012","0.353651530577368"
"758","Zimbabwe, 2013","Hong Kong, 2016","0.362978823960975"
"759","Zimbabwe, 2013","Peru, 2011","0.520195477511857"
"760","Zimbabwe, 2013","Zimbabwe, 2013","0"
"761","Zimbabwe, 2013","Italy (P)","0.330796589550807"
"762","Zimbabwe, 2013","Germany (P)","0.345309996102502"
"763","Zimbabwe, 2013","Luxembourg (P)","0.348170756837471"
"764","Zimbabwe, 2013","Netherlands (P)","1.2808779075536"
"765","Zimbabwe, 2013","Poland (P)","0.255236989280451"
"766","Zimbabwe, 2013","United Kingdom (P)","0.298021205938529"
"767","Zimbabwe, 2013","Finland (P)","0.519772833427598"
"768","Zimbabwe, 2013","Belgium (P)","0.491304792336012"
"769","Italy (P)","Austria (C)","0.16262424245335"
"770","Italy (P)","Croatia (C)","0.0883265917282601"
"771","Italy (P)","Denmark (C)","0.208825969007239"
"772","Italy (P)","Estonia (C)","0.182160507875481"
"773","Italy (P)","Finland (C)","0.285837989460517"
"774","Italy (P)","France (C)","0.194132423957845"
"775","Italy (P)","Greece (C)","0.125985570543983"
"776","Italy (P)","Hungary (C)","0.16016490820074"
"777","Italy (P)","Italy (C)","0.153085347605637"
"778","Italy (P)","Lithuania (C)","0.214646958763872"
"779","Italy (P)","Netherlands (C)","0.191530364390202"
"780","Italy (P)","Portugal (C)","0.125906119368181"
"781","Italy (P)","Slovakia (C)","0.122455979645671"
"782","Italy (P)","Slovenia (C)","0.105868876044244"
"783","Italy (P)","Spain (C)","0.120269904558634"
"784","Italy (P)","Switzerland (C)","0.151889012644386"
"785","Italy (P)","United Kingdom (C)","0.149550126573565"
"786","Italy (P)","Belgium, 2006","0.146117771870926"
"787","Italy (P)","Belgium, 2010","0.1131356930752"
"788","Italy (P)","China (Shanghai), 2018","0.35176499187973"
"789","Italy (P)","France, 2012","0.106295845024148"
"790","Italy (P)","Hong Kong, 2016","0.117618803965815"
"791","Italy (P)","Peru, 2011","0.404906651492645"
"792","Italy (P)","Zimbabwe, 2013","0.330796589550807"
"793","Italy (P)","Italy (P)","0"
"794","Italy (P)","Germany (P)","0.143391271509703"
"795","Italy (P)","Luxembourg (P)","0.0998108306963087"
"796","Italy (P)","Netherlands (P)","0.650047256423787"
"797","Italy (P)","Poland (P)","0.153275297161892"
"798","Italy (P)","United Kingdom (P)","0.130985617421062"
"799","Italy (P)","Finland (P)","0.23334768934298"
"800","Italy (P)","Belgium (P)","0.178513970957211"
"801","Germany (P)","Austria (C)","0.0914515236622569"
"802","Germany (P)","Croatia (C)","0.0892212726682249"
"803","Germany (P)","Denmark (C)","0.129498187222842"
"804","Germany (P)","Estonia (C)","0.109546004476011"
"805","Germany (P)","Finland (C)","0.171590106491092"
"806","Germany (P)","France (C)","0.121589442462136"
"807","Germany (P)","Greece (C)","0.12476329371222"
"808","Germany (P)","Hungary (C)","0.10101900170069"
"809","Germany (P)","Italy (C)","0.155778753876618"
"810","Germany (P)","Lithuania (C)","0.130141144570627"
"811","Germany (P)","Netherlands (C)","0.190072769168949"
"812","Germany (P)","Portugal (C)","0.135458780232844"
"813","Germany (P)","Slovakia (C)","0.0958592160823463"
"814","Germany (P)","Slovenia (C)","0.0856923636371448"
"815","Germany (P)","Spain (C)","0.135989074036455"
"816","Germany (P)","Switzerland (C)","0.113591771252519"
"817","Germany (P)","United Kingdom (C)","0.102607747500565"
"818","Germany (P)","Belgium, 2006","0.0979197358628884"
"819","Germany (P)","Belgium, 2010","0.0941847017192139"
"820","Germany (P)","China (Shanghai), 2018","0.371158294104297"
"821","Germany (P)","France, 2012","0.0678917158006659"
"822","Germany (P)","Hong Kong, 2016","0.182029798814643"
"823","Germany (P)","Peru, 2011","0.511540339196262"
"824","Germany (P)","Zimbabwe, 2013","0.345309996102502"
"825","Germany (P)","Italy (P)","0.143391271509703"
"826","Germany (P)","Germany (P)","0"
"827","Germany (P)","Luxembourg (P)","0.0835020575604277"
"828","Germany (P)","Netherlands (P)","0.606486065647269"
"829","Germany (P)","Poland (P)","0.0785463788172365"
"830","Germany (P)","United Kingdom (P)","0.0631168082927228"
"831","Germany (P)","Finland (P)","0.144430806494622"
"832","Germany (P)","Belgium (P)","0.133391632851871"
"833","Luxembourg (P)","Austria (C)","0.122136120322357"
"834","Luxembourg (P)","Croatia (C)","0.0757462478570404"
"835","Luxembourg (P)","Denmark (C)","0.154555819217541"
"836","Luxembourg (P)","Estonia (C)","0.132519393166171"
"837","Luxembourg (P)","Finland (C)","0.226968892121367"
"838","Luxembourg (P)","France (C)","0.154307378149166"
"839","Luxembourg (P)","Greece (C)","0.0997660754995541"
"840","Luxembourg (P)","Hungary (C)","0.114969882010356"
"841","Luxembourg (P)","Italy (C)","0.131923628557638"
"842","Luxembourg (P)","Lithuania (C)","0.159323110875592"
"843","Luxembourg (P)","Netherlands (C)","0.145077829817989"
"844","Luxembourg (P)","Portugal (C)","0.0912982259774116"
"845","Luxembourg (P)","Slovakia (C)","0.0997255234990254"
"846","Luxembourg (P)","Slovenia (C)","0.0914235864813875"
"847","Luxembourg (P)","Spain (C)","0.107443401688536"
"848","Luxembourg (P)","Switzerland (C)","0.118962507959554"
"849","Luxembourg (P)","United Kingdom (C)","0.106152621113486"
"850","Luxembourg (P)","Belgium, 2006","0.114628313945987"
"851","Luxembourg (P)","Belgium, 2010","0.0662845850627965"
"852","Luxembourg (P)","China (Shanghai), 2018","0.333715831210034"
"853","Luxembourg (P)","France, 2012","0.0638628770977676"
"854","Luxembourg (P)","Hong Kong, 2016","0.146606304559497"
"855","Luxembourg (P)","Peru, 2011","0.520144174282539"
"856","Luxembourg (P)","Zimbabwe, 2013","0.348170756837471"
"857","Luxembourg (P)","Italy (P)","0.0998108306963087"
"858","Luxembourg (P)","Germany (P)","0.0835020575604277"
"859","Luxembourg (P)","Luxembourg (P)","0"
"860","Luxembourg (P)","Netherlands (P)","0.574978591172662"
"861","Luxembourg (P)","Poland (P)","0.126502707305977"
"862","Luxembourg (P)","United Kingdom (P)","0.0994112550546035"
"863","Luxembourg (P)","Finland (P)","0.177293414444058"
"864","Luxembourg (P)","Belgium (P)","0.162767401752414"
"865","Netherlands (P)","Austria (C)","0.668182414045725"
"866","Netherlands (P)","Croatia (C)","0.712837878170042"
"867","Netherlands (P)","Denmark (C)","0.672217746973029"
"868","Netherlands (P)","Estonia (C)","0.717320197366197"
"869","Netherlands (P)","Finland (C)","0.699880206629783"
"870","Netherlands (P)","France (C)","0.730639304618708"
"871","Netherlands (P)","Greece (C)","0.786466900230564"
"872","Netherlands (P)","Hungary (C)","0.709614845251348"
"873","Netherlands (P)","Italy (C)","1.00392858314331"
"874","Netherlands (P)","Lithuania (C)","0.661602559964573"
"875","Netherlands (P)","Netherlands (C)","0.578699985105833"
"876","Netherlands (P)","Portugal (C)","0.85615568495257"
"877","Netherlands (P)","Slovakia (C)","0.660665066089914"
"878","Netherlands (P)","Slovenia (C)","0.71816630068295"
"879","Netherlands (P)","Spain (C)","0.852054381887663"
"880","Netherlands (P)","Switzerland (C)","0.638333689902855"
"881","Netherlands (P)","United Kingdom (C)","0.694511552680157"
"882","Netherlands (P)","Belgium, 2006","0.644427097742502"
"883","Netherlands (P)","Belgium, 2010","0.478784681260548"
"884","Netherlands (P)","China (Shanghai), 2018","0.664455691372152"
"885","Netherlands (P)","France, 2012","0.520150175390842"
"886","Netherlands (P)","Hong Kong, 2016","0.718586606163971"
"887","Netherlands (P)","Peru, 2011","1.45486562004577"
"888","Netherlands (P)","Zimbabwe, 2013","1.2808779075536"
"889","Netherlands (P)","Italy (P)","0.650047256423787"
"890","Netherlands (P)","Germany (P)","0.606486065647269"
"891","Netherlands (P)","Luxembourg (P)","0.574978591172662"
"892","Netherlands (P)","Netherlands (P)","0"
"893","Netherlands (P)","Poland (P)","0.727481600363219"
"894","Netherlands (P)","United Kingdom (P)","0.662332467425114"
"895","Netherlands (P)","Finland (P)","0.57970102842856"
"896","Netherlands (P)","Belgium (P)","0.653566351568523"
"897","Poland (P)","Austria (C)","0.170827890459956"
"898","Poland (P)","Croatia (C)","0.133295093427693"
"899","Poland (P)","Denmark (C)","0.243133114547715"
"900","Poland (P)","Estonia (C)","0.187783177698832"
"901","Poland (P)","Finland (C)","0.317265561601352"
"902","Poland (P)","France (C)","0.211901925259955"
"903","Poland (P)","Greece (C)","0.18669115906157"
"904","Poland (P)","Hungary (C)","0.165596972004663"
"905","Poland (P)","Italy (C)","0.169551362562475"
"906","Poland (P)","Lithuania (C)","0.230622863571471"
"907","Poland (P)","Netherlands (C)","0.320628427343402"
"908","Poland (P)","Portugal (C)","0.181665693547436"
"909","Poland (P)","Slovakia (C)","0.153038514061512"
"910","Poland (P)","Slovenia (C)","0.13486012537515"
"911","Poland (P)","Spain (C)","0.171068697589809"
"912","Poland (P)","Switzerland (C)","0.20568907619499"
"913","Poland (P)","United Kingdom (C)","0.198620066113207"
"914","Poland (P)","Belgium, 2006","0.10771056513339"
"915","Poland (P)","Belgium, 2010","0.136980802877565"
"916","Poland (P)","China (Shanghai), 2018","0.328230032527733"
"917","Poland (P)","France, 2012","0.136228048833991"
"918","Poland (P)","Hong Kong, 2016","0.21585263227886"
"919","Poland (P)","Peru, 2011","0.403085626421433"
"920","Poland (P)","Zimbabwe, 2013","0.255236989280451"
"921","Poland (P)","Italy (P)","0.153275297161892"
"922","Poland (P)","Germany (P)","0.0785463788172365"
"923","Poland (P)","Luxembourg (P)","0.126502707305977"
"924","Poland (P)","Netherlands (P)","0.727481600363219"
"925","Poland (P)","Poland (P)","0"
"926","Poland (P)","United Kingdom (P)","0.0846813121089825"
"927","Poland (P)","Finland (P)","0.24124948484024"
"928","Poland (P)","Belgium (P)","0.15437377379204"
"929","United Kingdom (P)","Austria (C)","0.0983667511007471"
"930","United Kingdom (P)","Croatia (C)","0.0856783991033632"
"931","United Kingdom (P)","Denmark (C)","0.161213569613449"
"932","United Kingdom (P)","Estonia (C)","0.112288457705733"
"933","United Kingdom (P)","Finland (C)","0.187454729684936"
"934","United Kingdom (P)","France (C)","0.150021945721002"
"935","United Kingdom (P)","Greece (C)","0.140384273988779"
"936","United Kingdom (P)","Hungary (C)","0.117829018377456"
"937","United Kingdom (P)","Italy (C)","0.157429209565424"
"938","United Kingdom (P)","Lithuania (C)","0.137111158198135"
"939","United Kingdom (P)","Netherlands (C)","0.220290016399005"
"940","United Kingdom (P)","Portugal (C)","0.157756135152994"
"941","United Kingdom (P)","Slovakia (C)","0.102946578646107"
"942","United Kingdom (P)","Slovenia (C)","0.0940970236350778"
"943","United Kingdom (P)","Spain (C)","0.150094983772123"
"944","United Kingdom (P)","Switzerland (C)","0.12050181590409"
"945","United Kingdom (P)","United Kingdom (C)","0.126820754744514"
"946","United Kingdom (P)","Belgium, 2006","0.0982624574532285"
"947","United Kingdom (P)","Belgium, 2010","0.113973191163452"
"948","United Kingdom (P)","China (Shanghai), 2018","0.411705085582001"
"949","United Kingdom (P)","France, 2012","0.0910012580987947"
"950","United Kingdom (P)","Hong Kong, 2016","0.188542425420585"
"951","United Kingdom (P)","Peru, 2011","0.375553107058552"
"952","United Kingdom (P)","Zimbabwe, 2013","0.298021205938529"
"953","United Kingdom (P)","Italy (P)","0.130985617421062"
"954","United Kingdom (P)","Germany (P)","0.0631168082927228"
"955","United Kingdom (P)","Luxembourg (P)","0.0994112550546035"
"956","United Kingdom (P)","Netherlands (P)","0.662332467425114"
"957","United Kingdom (P)","Poland (P)","0.0846813121089825"
"958","United Kingdom (P)","United Kingdom (P)","0"
"959","United Kingdom (P)","Finland (P)","0.144626183127609"
"960","United Kingdom (P)","Belgium (P)","0.136358556566374"
"961","Finland (P)","Austria (C)","0.137576168453294"
"962","Finland (P)","Croatia (C)","0.164286627166539"
"963","Finland (P)","Denmark (C)","0.124786258678893"
"964","Finland (P)","Estonia (C)","0.126877148459445"
"965","Finland (P)","Finland (C)","0.145244202759591"
"966","Finland (P)","France (C)","0.184211250236934"
"967","Finland (P)","Greece (C)","0.217704961534497"
"968","Finland (P)","Hungary (C)","0.18476176785959"
