"[0,5)"	"[5,10)"	"[10,15)"	"[15,20)"	"[20,25)"	"[25,30)"	"[30,35)"	"[35,40)"	"[40,45)"	"[45,50)"	"[50,55)"	"[55,60)"	"[60,65)"	"[65,70)"	"70+"
"[0,5)"	0.0173210101644417	0.0130747375643174	0.0110013096973174	0.0059556444528069	0.002892482200435	0.00512365059996916	0.00765490105808197	0.00677871793242187	0.00451060218691665	0.00251011253383752	0.00178158461692762	0.00198231606274351	0.00182630714104573	0.00176312814635912	0.000851567749203816
"[5,10)"	0.0130747375643174	0.0305669863866438	0.0240956821614271	0.00991499316872818	0.00203744729971379	0.00265975404067342	0.00490397647296681	0.00660556936620587	0.00694643043870219	0.00520669652400844	0.00284068399463857	0.00235525665441716	0.0018620132055258	0.00190927299697814	0.00125954196014505
"[10,15)"	0.0110013096973174	0.0240956821614271	0.0285837986345749	0.0142582803657276	0.00261214316224769	0.00245161890367834	0.00339963217137194	0.00511461078836844	0.00691591324108627	0.00653927407400828	0.00427896417825075	0.00290113898092621	0.00201568498569824	0.00153477047688556	0.00118549408329385
"[15,20)"	0.0059556444528069	0.00991499316872818	0.0142582803657276	0.0162991670932752	0.00502466797650161	0.00389165138213138	0.00279358813747533	0.00289475748571201	0.00506231076360538	0.00616049248390547	0.00532699251643263	0.00419647648211284	0.00245209401021782	0.0015660303122241	0.00136656979593553
"[20,25)"	0.002892482200435	0.00203744729971379	0.00261214316224769	0.00502466797650161	0.00832579114361637	0.00650785823394026	0.00389335263039302	0.00249656544797298	0.00293966989127533	0.00377256191188987	0.00456854821726108	0.00430137270099655	0.00301854304757323	0.00198486764867655	0.00150008393377565
"[25,30)"	0.00512365059996916	0.00265975404067342	0.00245161890367834	0.00389165138213138	0.00650785823394026	0.00569178256257603	0.00538565178941631	0.003872574284494	0.0028514717802555	0.00349454699622747	0.00404064684765885	0.00372217812481246	0.00340989102349936	0.0024152426344567	0.00156033009728551
"[30,35)"	0.00765490105808197	0.00490397647296681	0.00339963217137194	0.00279358813747533	0.00389335263039302	0.00538565178941631	0.00531589718147365	0.00515658913415753	0.00397159077436224	0.00287665606631887	0.00319380146606107	0.00351991881712659	0.00303689970462705	0.0028122012567597	0.00180161657720797
"[35,40)"	0.00677871793242187	0.00660556936620587	0.00511461078836843	0.00289475748571201	0.00249656544797298	0.003872574284494	0.00515658913415753	0.00525632587703469	0.00542379191348905	0.00396287678738413	0.00293266693843616	0.00311760732984681	0.00299538481303704	0.00293312139907194	0.00194985297417551
"[40,45)"	0.00451060218691665	0.00694643043870219	0.00691591324108627	0.00506231076360538	0.00293966989127533	0.0028514717802555	0.00397159077436224	0.00542379191348905	0.00538431543178335	0.00529278110146584	0.00416942140806504	0.00292815445206197	0.00286038241492686	0.00277359656931638	0.00241719670700324
"[45,50)"	0.00251011253383752	0.00520669652400844	0.00653927407400828	0.00616049248390548	0.00377256191188987	0.00349454699622747	0.00287665606631887	0.00396287678738413	0.00529278110146584	0.0054695199909321	0.00538457733464345	0.00401648146449561	0.00260592854023384	0.00232332252386314	0.00223010250639018
"[50,55)"	0.00178158461692762	0.00284068399463857	0.00427896417825075	0.00532699251643263	0.00456854821726108	0.00404064684765885	0.00319380146606107	0.00293266693843616	0.00416942140806504	0.00538457733464345	0.0054869533420678	0.0052280500256273	0.00376294758965739	0.00243308929565411	0.00248714159066371
"[55,60)"	0.00198231606274351	0.00235525665441716	0.00290113898092621	0.00419647648211284	0.00430137270099655	0.00372217812481246	0.00351991881712659	0.00311760732984681	0.00292815445206197	0.00401648146449561	0.0052280500256273	0.00508954466699671	0.00494323733182766	0.00325308919118915	0.00217841586293666
"[60,65)"	0.00182630714104573	0.0018620132055258	0.00201568498569824	0.00245209401021782	0.00301854304757323	0.00340989102349936	0.00303689970462705	0.00299538481303704	0.00286038241492686	0.00260592854023384	0.00376294758965739	0.00494323733182766	0.00464895366374572	0.00529844199068116	0.00220500155411586
"[65,70)"	0.00176312814635912	0.00190927299697814	0.00153477047688556	0.0015660303122241	0.00198486764867655	0.0024152426344567	0.0028122012567597	0.00293312139907194	0.00277359656931638	0.00232332252386314	0.00243308929565411	0.00325308919118915	0.00529844199068116	0.00664622693607202	0.00361834502685742
"70+"	0.000851567749203816	0.00125954196014505	0.00118549408329385	0.00136656979593553	0.00150008393377565	0.00156033009728551	0.00180161657720797	0.00194985297417551	0.00241719670700324	0.00223010250639018	0.00248714159066371	0.00217841586293666	0.00220500155411586	0.00361834502685742	0.00575817760494628
