cont_id,cnt_outside_other,cnt_other_house,cnt_worship,cnt_supermarket,cnt_shop,cnt_gender_all,frequency_multi_all
900453006,NA,NA,NA,NA,NA,NA,NA
900453007,NA,NA,NA,NA,NA,NA,NA
900453008,NA,NA,NA,NA,NA,NA,NA
900453009,NA,NA,NA,NA,NA,NA,NA
900453010,NA,NA,NA,NA,NA,NA,NA
900453011,NA,NA,NA,NA,NA,NA,NA
900453012,NA,NA,NA,NA,NA,NA,NA
900453013,NA,NA,NA,NA,NA,NA,NA
900453014,NA,NA,NA,NA,NA,NA,NA
900453015,NA,NA,NA,NA,NA,NA,NA
900453016,NA,NA,NA,NA,NA,NA,NA
900453017,NA,NA,NA,NA,NA,NA,NA
900453018,NA,NA,NA,NA,NA,NA,NA
900453019,NA,NA,NA,NA,NA,NA,NA
900453020,NA,NA,NA,NA,NA,NA,NA
900453021,NA,NA,NA,NA,NA,NA,NA
900453022,NA,NA,NA,NA,NA,NA,NA
900453023,NA,NA,NA,NA,NA,NA,NA
900453024,NA,NA,NA,NA,NA,NA,NA
900453025,NA,NA,NA,NA,NA,NA,NA
900453026,NA,NA,NA,NA,NA,NA,NA
900453027,NA,NA,NA,NA,NA,NA,NA
900454001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900454002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900455001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900455002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900455003,FALSE,FALSE,FALSE,FALSE,FALSE,male,2-3 weeks
900455004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900455005,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900455006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900455007,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900455008,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900455009,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900455010,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900455011,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900455012,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900456001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900456002,FALSE,TRUE,FALSE,FALSE,FALSE,male,3-7 days
900456003,FALSE,TRUE,FALSE,FALSE,FALSE,male,1-2 days
900456004,FALSE,TRUE,FALSE,FALSE,FALSE,male,1-2 days
900457001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900457002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900457003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900457004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900457005,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900457006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900458001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900459001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900459002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900459003,NA,NA,NA,NA,NA,NA,NA
900459004,NA,NA,NA,NA,NA,NA,NA
900459005,NA,NA,NA,NA,NA,NA,NA
900459006,NA,NA,NA,NA,NA,NA,NA
900459007,NA,NA,NA,NA,NA,NA,NA
900459008,NA,NA,NA,NA,NA,NA,NA
900459009,NA,NA,NA,NA,NA,NA,NA
900459010,NA,NA,NA,NA,NA,NA,NA
900459011,NA,NA,NA,NA,NA,NA,NA
900459012,NA,NA,NA,NA,NA,NA,NA
900459013,NA,NA,NA,NA,NA,NA,NA
900459014,NA,NA,NA,NA,NA,NA,NA
900459015,NA,NA,NA,NA,NA,NA,NA
900459016,NA,NA,NA,NA,NA,NA,NA
900459017,NA,NA,NA,NA,NA,NA,NA
900459018,NA,NA,NA,NA,NA,NA,NA
900459019,NA,NA,NA,NA,NA,NA,NA
900459020,NA,NA,NA,NA,NA,NA,NA
900460001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900461001,FALSE,FALSE,FALSE,FALSE,FALSE,female,occasional
900462001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900462002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900462003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900462004,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900463001,FALSE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks
900463002,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days
900463003,FALSE,TRUE,FALSE,FALSE,FALSE,female,never met
900463004,TRUE,FALSE,FALSE,FALSE,FALSE,male,occasional
900463005,FALSE,TRUE,FALSE,FALSE,FALSE,male,1 month
900464001,FALSE,FALSE,FALSE,TRUE,FALSE,female,1-2 days
900464002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900464003,TRUE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900464004,TRUE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900464005,TRUE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900464006,TRUE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900464007,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900464008,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900465001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900465002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900465003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900465004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900465005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900465006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900465007,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900465008,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900465009,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900466001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900466002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900467001,TRUE,TRUE,FALSE,FALSE,FALSE,female,1-2 days
900467002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900467003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900468001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900468002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900468003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900469001,TRUE,FALSE,FALSE,FALSE,FALSE,female,3-7 days
900469002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900469003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900469004,TRUE,FALSE,FALSE,FALSE,FALSE,female,3-7 days
900470001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900471001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
