"part_id","hh_id","part_age","part_gender"
1,"HH1",1,"F"
2,"HH2",8,"M"
3,"HH3",12,"F"
4,"HH4",2,"F"
5,"HH5",28,"F"
6,"HH6",16,"M"
7,"HH7",40,"F"
8,"HH8",2,"M"
9,"HH9",52,"F"
10,"HH10",43,"F"
11,"HH11",2,"M"
12,"HH12",8,"M"
13,"HH13",48,"M"
14,"HH14",67,"F"
15,"HH15",15,"M"
16,"HH16",42,"M"
17,"HH17",32,"F"
18,"HH17",0,NA
19,"HH18",4,"M"
20,"HH19",0,NA
21,"HH20",18,"F"
22,"HH21",40,"F"
23,"HH22",7,"F"
24,"HH23",2,"M"
25,"HH24",66,"M"
26,"HH24",3,"F"
27,"HH25",9,"F"
28,"HH26",63,"F"
29,"HH27",5,"F"
30,"HH28",10,"M"
31,"HH29",35,"M"
32,"HH30",2,"M"
33,"HH31",59,"M"
34,"HH31",0,"F"
35,"HH32",35,"M"
36,"HH33",2,NA
37,"HH34",4,NA
38,"HH35",2,NA
39,"HH36",2,"F"
40,"HH37",25,"M"
41,"HH38",4,"M"
42,"HH39",52,"F"
43,"HH40",64,"M"
44,"HH41",35,"M"
45,"HH42",2,"M"
46,"HH43",19,"M"
47,"HH44",36,"M"
48,"HH45",35,"M"
49,"HH46",46,"M"
50,"HH47",37,"M"
51,"HH48",3,"F"
52,"HH49",22,"F"
53,"HH50",39,"M"
54,"HH51",5,"M"
55,"HH52",6,"F"
56,"HH53",32,"M"
57,"HH54",32,"F"
58,"HH55",35,"M"
59,"HH55",11,"F"
60,"HH56",8,"M"
61,"HH57",0,"M"
62,"HH57",19,NA
63,"HH58",34,"M"
64,"HH59",15,"F"
65,"HH60",49,"M"
66,"HH61",30,"M"
67,"HH62",21,"M"
68,"HH62",4,"M"
69,"HH63",34,"M"
70,"HH64",31,"M"
71,"HH65",54,"F"
72,"HH66",20,NA
73,"HH67",18,"M"
74,"HH68",30,"F"
75,"HH69",12,"F"
76,"HH70",56,NA
77,"HH71",26,"M"
78,"HH72",11,"F"
79,"HH72",0,"F"
80,"HH73",0,"M"
81,"HH74",19,"F"
82,"HH75",56,"F"
83,"HH76",0,"M"
84,"HH77",43,"M"
85,"HH78",17,"M"
86,"HH79",0,"F"
87,"HH80",14,"M"
88,"HH81",4,"F"
89,"HH82",37,"M"
90,"HH83",24,"M"
91,"HH84",15,"M"
92,"HH85",0,"M"
93,"HH86",22,"F"
94,"HH87",10,"M"
95,"HH88",12,"F"
96,"HH89",12,"M"
97,"HH90",18,"F"
98,"HH91",3,"M"
99,"HH92",9,"F"
100,"HH93",28,"M"
101,"HH94",35,"M"
102,"HH95",20,"M"
103,"HH96",23,"M"
104,"HH96",6,"F"
105,"HH97",10,"M"
106,"HH98",49,"M"
107,"HH99",1,"M"
108,"HH100",33,"F"
109,"HH101",13,"M"
110,"HH102",9,"M"
111,"HH103",2,NA
112,"HH104",36,"M"
113,"HH105",5,"F"
114,"HH106",18,"M"
115,"HH107",2,"F"
116,"HH108",2,"F"
117,"HH109",1,"F"
118,"HH110",21,NA
119,"HH111",15,"M"
120,"HH112",1,"M"
121,"HH113",0,"M"
122,"HH114",53,"F"
123,"HH115",4,"F"
124,"HH115",0,"M"
125,"HH116",23,"M"
126,"HH117",13,NA
127,"HH118",36,"M"
128,"HH119",29,"M"
129,"HH119",29,"M"
130,"HH120",4,"F"
131,"HH121",5,"M"
132,"HH121",2,NA
133,"HH122",13,"F"
134,"HH123",44,"M"
135,"HH124",5,"F"
136,"HH125",5,"M"
137,"HH126",5,"M"
138,"HH126",20,"M"
139,"HH127",14,"F"
140,"HH128",4,"F"
141,"HH128",0,"M"
142,"HH129",2,"F"
143,"HH130",30,"M"
144,"HH131",1,"M"
145,"HH132",48,"M"
146,"HH133",43,"M"
147,"HH134",35,"M"
148,"HH135",29,"F"
149,"HH136",67,"M"
150,"HH137",43,"F"
151,"HH138",0,"F"
152,"HH138",0,"F"
153,"HH139",5,"M"
154,"HH140",2,"F"
155,"HH141",5,"F"
156,"HH141",0,"F"
157,"HH142",33,"M"
158,"HH143",39,"M"
159,"HH144",33,"F"
160,"HH145",25,"M"
161,"HH145",65,NA
162,"HH146",10,"M"
163,"HH146",24,"M"
164,"HH147",26,"M"
165,"HH148",9,"F"
166,"HH148",0,"M"
167,"HH149",33,"F"
168,"HH150",8,"F"
169,"HH151",5,"M"
170,"HH152",0,NA
171,"HH153",5,"F"
172,"HH154",1,"F"
173,"HH155",3,"F"
174,"HH155",0,"M"
175,"HH156",9,"F"
176,"HH156",0,NA
177,"HH157",25,"M"
178,"HH158",48,"M"
179,"HH158",3,"M"
180,"HH159",0,"M"
181,"HH160",35,"F"
182,"HH161",2,"M"
183,"HH162",19,"F"
184,"HH163",1,"F"
185,"HH164",6,"M"
186,"HH165",0,"M"
187,"HH166",33,"M"
188,"HH167",27,"F"
189,"HH168",1,"M"
190,"HH168",1,NA
191,"HH169",29,"M"
192,"HH169",2,"M"
193,"HH170",14,"F"
194,"HH171",25,"F"
195,"HH172",5,"M"
196,"HH173",48,"M"
197,"HH174",2,NA
