"[0,5)"	"[5,10)"	"[10,15)"	"[15,20)"	"[20,25)"	"[25,30)"	"[30,35)"	"[35,40)"	"[40,45)"	"[45,50)"	"[50,55)"	"[55,60)"	"[60,65)"	"[65,70)"	"70+"
"[0,5)"	0.0123630307296765	0.00536263166208458	0.00279618510604249	0.00175398422761865	0.00312377434563414	0.00510533498509839	0.00490921880075864	0.00551251061807315	0.00215771655360969	0.00174578743038949	0.00226967344915651	0.00188266313331962	0.00160631985957449	0.000910012120120322	0.000610378037426305
"[5,10)"	0.00536263166208458	0.042870042087193	0.0072802456959573	0.00351700865328536	0.00315105931804447	0.0044250186763067	0.00587594463503129	0.00760484017859198	0.00551870702468013	0.00224001709448868	0.00217614803266874	0.00151356810823421	0.00241033545972236	0.00225504792269116	0.00113394939009951
"[10,15)"	0.00279618510604249	0.0072802456959573	0.0420612954673747	0.00741675494219721	0.0015335215430389	0.00224636457462703	0.00317114625575672	0.00549583602451996	0.00598407053428113	0.00430518952302957	0.00273915520825222	0.00209035788536282	0.00145978102733219	0.00166371132498383	0.00156805004608589
"[15,20)"	0.00175398422761865	0.00351700865328536	0.00741675494219721	0.0378429263086663	0.00680202508576643	0.00439018654525665	0.00259840641611628	0.00432990019765922	0.00461870207160676	0.0052141017275566	0.00379531705493856	0.00190203193762733	0.00143498081566429	0.00262630189872764	0.00217268865809381
"[20,25)"	0.00312377434563414	0.00315105931804447	0.0015335215430389	0.00680202508576643	0.0153756224553825	0.00833482193013425	0.00471397655016504	0.00365686055747471	0.00381574629999484	0.00613109973728189	0.00384245920548874	0.00277048592234719	0.00243985299332493	0.00227533694820522	0.00144293969389787
"[25,30)"	0.00510533498509839	0.0044250186763067	0.00224636457462703	0.00439018654525665	0.00833482193013425	0.010966421818799	0.00625585821213382	0.00450617386473631	0.00435304711827442	0.00530562311516024	0.00544979516910997	0.004288615780111	0.00356602781396046	0.00338503827477161	0.00111711778558272
"[30,35)"	0.00490921880075864	0.00587594463503129	0.00317114625575672	0.00259840641611628	0.00471397655016504	0.00625585821213382	0.00896000478528003	0.00623873144390676	0.0049388863246818	0.00437226985968675	0.00405585886659642	0.00393210882264295	0.00338841312275961	0.00222899460652514	0.00112292130816343
"[35,40)"	0.00551251061807315	0.00760484017859198	0.00549583602451996	0.00432990019765922	0.00365686055747471	0.00450617386473631	0.00623873144390676	0.00741101805888616	0.00614335198779162	0.00509475606941727	0.00421631775514012	0.00328341542523182	0.00410516321269882	0.00414226740093346	0.00138602060067286
"[40,45)"	0.00215771655360969	0.00551870702468013	0.00598407053428113	0.00461870207160676	0.00381574629999484	0.00435304711827442	0.0049388863246818	0.00614335198779162	0.0067943350997819	0.00704127505556631	0.00451001508172154	0.0035269305120174	0.00392614904474413	0.00321246943720604	0.0027998399342078
"[45,50)"	0.00174578743038949	0.00224001709448868	0.00430518952302957	0.0052141017275566	0.00613109973728189	0.00530562311516024	0.00437226985968675	0.00509475606941727	0.00704127505556631	0.0108729802611374	0.00509745311531788	0.0042151366542105	0.00401381608608049	0.00245780195247803	0.00245804998641613
"[50,55)"	0.00226967344915651	0.00217614803266874	0.00273915520825222	0.00379531705493856	0.00384245920548874	0.00544979516910997	0.00405585886659642	0.00421631775514012	0.00451001508172154	0.00509745311531788	0.00502959870375487	0.00588278542799358	0.00336888387748548	0.0025186411935917	0.00326426007437841
"[55,60)"	0.00188266313331962	0.00151356810823421	0.00209035788536282	0.00190203193762733	0.00277048592234719	0.004288615780111	0.00393210882264295	0.00328341542523182	0.0035269305120174	0.0042151366542105	0.00588278542799358	0.00766401043692689	0.00613388353425357	0.00368694988313579	0.00248612965143822
"[60,65)"	0.00160631985957449	0.00241033545972236	0.00145978102733219	0.00143498081566429	0.00243985299332493	0.00356602781396046	0.00338841312275961	0.00410516321269882	0.00392614904474413	0.00401381608608049	0.00336888387748548	0.00613388353425357	0.00484018427402642	0.00561167724255018	0.00300872501506898
"[65,70)"	0.000910012120120323	0.00225504792269116	0.00166371132498383	0.00262630189872764	0.00227533694820522	0.00338503827477161	0.00222899460652514	0.00414226740093346	0.00321246943720605	0.00245780195247803	0.0025186411935917	0.00368694988313579	0.00561167724255018	0.006494271526652	0.00400377690661484
"70+"	0.000610378037426305	0.00113394939009951	0.00156805004608589	0.00217268865809381	0.00144293969389787	0.00111711778558272	0.00112292130816343	0.00138602060067286	0.0027998399342078	0.00245804998641613	0.00326426007437841	0.00248612965143822	0.00300872501506898	0.00400377690661484	0.0045909274611214
