"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","70+"
"[0,5)",0.0030675951049388,0.00402537813460288,0.00338241048665378,0.00274934626202396,0.00334674081134373,0.00268480213580984,0.00320782643061659,0.0048512880320783,0.0041170806831129,0.0020145549485583,0.00257139663588752,0.00164025327673224,0.00288167228866037,0.00350874628960453,0.00124038107628796
"[5,10)",0.00402537813460288,0.00861405871959118,0.0073088815835835,0.00466129536784884,0.00286298979277294,0.00310111059221821,0.00338757857307411,0.00574510004556465,0.00428278220510136,0.00331272590915527,0.00331185914344351,0.00351569224566645,0.00473525499940435,0.00870739333855227,0.00520525613507657
"[10,15)",0.00338241048665378,0.0073088815835835,0.00893083040189584,0.00789082533894349,0.00349252679974113,0.00274471557287841,0.00319202735071744,0.008402103581526,0.00544655532265139,0.00483055795674934,0.00538427169193467,0.00323412000165717,0.00518037531744711,0.00759490041295787,0.00398911485916736
"[15,20)",0.00274934626202396,0.00466129536784884,0.00789082533894348,0.0111005498089647,0.00642304092813322,0.00343852870940634,0.00448055384971713,0.0111923030309511,0.00685738557173545,0.00617495736292053,0.00502255560643165,0.00536677771912445,0.00632498694653673,0.00864399724190216,0.00384161046582702
"[20,25)",0.00334674081134373,0.00286298979277294,0.00349252679974113,0.00642304092813322,0.00516262824710762,0.00437958025384351,0.00416253469298656,0.00935255095163627,0.00587738854832803,0.00376705296509477,0.00515854270967157,0.0042436847986141,0.00956488624545687,0.00830118556918511,0.00463335470619204
"[25,30)",0.00268480213580984,0.00310111059221821,0.00274471557287841,0.00343852870940634,0.00437958025384351,0.00379829731499673,0.00454415754513986,0.00823290963029763,0.00329291335201348,0.00328781388557871,0.00285738313275432,0.00374905615138795,0.0063259442047232,0.00503922852703622,0.00470584536941674
"[30,35)",0.00320782643061659,0.00338757857307411,0.00319202735071744,0.00448055384971713,0.00416253469298656,0.00454415754513986,0.00562213490504257,0.0135416446201013,0.00666083359277987,0.00452773956373106,0.00568591529926839,0.00449067066035406,0.00581133902978755,0.00530165242259314,0.00693584262364509
"[35,40)",0.0048512880320783,0.00574510004556465,0.008402103581526,0.0111923030309511,0.00935255095163627,0.00823290963029763,0.0135416446201013,0.0385610200364299,0.0158424408014572,0.0119581056466302,0.00628870673952641,0.0105510018214936,0.0176439575974687,0.0220256080574306,0.0189311269109422
"[40,45)",0.0041170806831129,0.00428278220510136,0.0054465553226514,0.00685738557173545,0.00587738854832803,0.00329291335201348,0.00666083359277987,0.0158424408014572,0.00865209471766849,0.00710382513661202,0.00610200364298725,0.00382513661202186,0.0043172117554305,0.0106932390442516,0.0169643705194184
"[45,50)",0.0020145549485583,0.00331272590915527,0.00483055795674934,0.00617495736292053,0.00376705296509477,0.00328781388557871,0.00452773956373106,0.0119581056466302,0.00710382513661202,0.00783242258652095,0.00418943533697632,0.00409836065573771,0.00654739124888379,0.00823957998499946,0.0193249268830462
"[50,55)",0.00257139663588752,0.00331185914344351,0.00538427169193467,0.00502255560643165,0.00515854270967157,0.00285738313275432,0.00568591529926839,0.00628870673952641,0.00610200364298725,0.00418943533697632,0.00473588342440801,0.0035063752276867,0.00825553819803881,0.00447873138326369,0.0118179665739461
"[55,60)",0.00164025327673224,0.00351569224566645,0.00323412000165717,0.00536677771912445,0.0042436847986141,0.00374905615138795,0.00449067066035406,0.0105510018214936,0.00382513661202186,0.00409836065573771,0.0035063752276867,0.00819672131147541,0.00696509570683782,0.00900032144005143,0.00531884419606614
"[60,65)",0.00288167228866037,0.00473525499940435,0.00518037531744711,0.00632498694653673,0.00956488624545687,0.0063259442047232,0.00581133902978755,0.0176439575974687,0.0043172117554305,0.00654739124888379,0.00825553819803881,0.00696509570683782,0.0357347876004592,0.0230285225456428,0.0102305969568736
"[65,70)",0.00350874628960453,0.00870739333855227,0.00759490041295787,0.00864399724190216,0.00830118556918511,0.00503922852703622,0.00530165242259314,0.0220256080574306,0.0106932390442516,0.00823957998499947,0.00447873138326369,0.00900032144005143,0.0230285225456428,0.0313725490196078,0.018081053597132
"70+",0.00124038107628796,0.00520525613507657,0.00398911485916736,0.00384161046582702,0.00463335470619204,0.00470584536941674,0.00693584262364509,0.0189311269109422,0.0169643705194184,0.0193249268830462,0.0118179665739461,0.00531884419606614,0.0102305969568736,0.018081053597132,0.031039245106892
